title,url,page_signal_score,purpose_hits,impact_hits,leadership_purpose_co_mentions,strategy_hits,capital_hits,employee_hits,execution_hits,capability_hits,industry_hits,source_file
Mark Zuckerberg’s Message to Meta Employees,https://about.fb.com/news/2022/11/mark-zuckerberg-layoff-message-to-employees,5.7,0,0,0,0,0,2,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Open Hardware Is the Future of AI Data Center Infrastructure,https://about.fb.com/news/2025/10/open-hardware-future-data-center-infrastructure,5.6,0,3,0,0,0,0,0,6,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Supporting Black and Diverse Communities,https://about.fb.com/news/2020/06/supporting-black-and-diverse-communities,5.5,0,1,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Expanding GenAI Transparency for Meta’s Ads Products,https://about.fb.com/news/2025/02/gen-ai-transparency-metas-ads-products,5.2,0,1,0,0,0,0,6,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Meta Works With the UK National Crime Agency and the Nigerian Police Force to Disrupt Alleged Online Scams Centre in Nigeria,https://about.fb.com/news/2026/02/meta-works-with-the-uk-national-crime-agency-and-the-nigerian-police-force-to-disrupt-alleged-online-scams-centre-in-nigeria,4.5,0,0,0,0,4,0,1,4,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Update on Meta’s Year of Efficiency,https://about.fb.com/news/2023/03/mark-zuckerberg-meta-year-of-efficiency,4.0,0,1,0,0,0,0,0,2,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
"AI Breakthroughs, Our Most Advanced Glasses, and More: Meta’s 2025 Highlights",https://about.fb.com/news/2025/12/ai-breakthroughs-advanced-ai-glasses-meta-2025-highlights,4.0,0,1,0,0,0,0,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Lawsuits Filed by the FTC and the State Attorneys General Are Revisionist History,https://about.fb.com/news/2020/12/lawsuits-filed-by-the-ftc-and-state-attorneys-general-are-revisionist-history,3.8,0,0,1,0,1,0,0,4,1,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
Hock E. Tan and John Arnold to Join Meta Board of Directors,https://about.fb.com/news/2024/02/hock-tan-and-john-arnold-join-meta-board-of-directors,3.2,0,0,0,0,0,0,0,0,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
2025_10K_2025-01-30_full_submission,,1.0,0,1,0,1,0,0,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\META\2025_10K_2025-01-30_full_submission.txt
2026_10K_2026-01-29_full_submission,,1.0,0,1,0,1,0,0,0,3,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\10Ks\edgar\META\2026_10K_2026-01-29_full_submission.txt
Inside Facebook Reality Labs: Wrist-Based Interaction for the Next Computing Platform,https://about.fb.com/news/2021/03/inside-facebook-reality-labs-wrist-based-interaction-for-the-next-computing-platform,0.7,0,0,0,0,0,0,0,1,0,C:\Users\Kelno\OneDrive\Documents\purpose_driven_score\purpose_driven_scoring\data\data\selected_10_companies\Meta_Platforms\pages.csv
